date,platform,text,person,truthfulness category
"March6,2013",a Senate filibuster,"""When (John) Brennan ... was asked directly … ‘Is there any geographic limitation to your drone strike program?’ Brennan responded and said, ‘no, there is no limitation.’""",Rand Paul,true
"March7,2013",an interview on MSNBC's Hardball,"""We have no regulation of drones in the United States in their commercial use.""",Dianne Feinstein,false
"March5,2013",a tweet,"Says Jeb Bush ""flip-flop-flip(ped) on immigration.""",Debbie Wasserman Schultz,true
"March6,2013",a tweet,"""The president is advocating a drone strike program in America.""",Rand Paul,false
"March1,2013",an interview on MSNBC’s Morning Joe,"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief.""",Al Cardenas,false
"March3,2013","an interview on ""Meet the Press.""","""There's no plan from Senate Democrats or the White House to replace the sequester.""",John Boehner,pants-fire
"March1,2013",a press briefing at the White House,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,Barack Obama,mostly-true
"February26,2013",a House floor speech,"Due to the sequester, ""people are going to be unsafe. Homes are going to burn.""",Ami Bera,barely-true
"February24,2013","an appearance on ""Face the Nation.""","""There are literally teachers now who are getting pink slips"" because of sequestration.",Arne Duncan,barely-true
"February25,2013",an interview on Fox News,"Says the federal government is earning more tax revenue now ""than any other time.""",Kevin McCarthy,barely-true
"February25,2013",an interview on MSNBC,"""There's going to be a slowdown and delays in flights"" as a result of the sequester.",Raymond LaHood,mostly-true
"February21,2013",an interview with CNN's Piers Morgan,"""When I ran against incumbent President Gerald Ford, you know how much money we raised? None.""",Jimmy Carter,mostly-true
"February19,2013",a speech,"If the sequester hits, federal prosecutors will have to ""let criminals go.""",Barack Obama,barely-true
"February19,2013",a speech,"The sequester ""won’t consider whether we’re cutting some bloated program that has outlived its usefulness, or a vital service that Americans depend on every single day. It doesn’t make those distinctions.""",Barack Obama,mostly-true
"February13,2013",an article,"Says after Hurricane Sandy, New York Mayor Michael Bloomberg ""refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!""",Wayne LaPierre,barely-true
"February13,2013",an op-ed for the Daily Caller,"""The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.""",Wayne LaPierre,barely-true
"February13,2013",an op-ed,"""Phoenix is already one of the kidnapping capitals of the world.""",Wayne LaPierre,false
"February12,2013",a media availability with reporters,"""The majority of (the American people) voted for a Democratic House.""",Steny Hoyer,mostly-true
"February17,2013",an op-ed,Says wrestling was a favorite sport of Abraham Lincoln.,Donald Rumsfeld,true
"February14,2013",a speech on the Senate floor,"Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: ""This is not a filibuster.""",John Cornyn,barely-true
"February12,2013",the State of the Union Address,"""The 12 hottest years on record have come in the last 15 years.""",Barack Obama,true
"February12,2013",the State of the Union address,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,Barack Obama,mostly-true
"February12,2013",the State of the Union address,"""We have doubled the distance our cars will go on a gallon of gas.""",Barack Obama,false
"February12,2013",the State of the Union Address,"""Throughout, we have kept Congress fully informed of our efforts"" to create a legal framework on counterterrorism.",Barack Obama,false
"February12,2013",the State of the Union Address,"Says ""overwhelming majorities of Americans"" support gun legislation ""like background checks.""",Barack Obama,mostly-true
"February12,2013",the State of the Union Address,"""After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.""",Barack Obama,true
"February5,2013",a House hearing on immigration,"""With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.""",Zoe Lofgren,mostly-true
"January29,2013",a radio interview,"Research shows that ""a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and that's what they support.""",Rush Limbaugh,barely-true
"January25,2013","a Kindle Single essay, 'Guns'","Says since Australia passed tough gun laws, ""homicides by firearm have declined almost 60 percent.""",Stephen King,mostly-true
"January21,2013",a television ad,"Says Chuck Hagel has called for ""an end to our nuclear program.""",Americans for a Strong Defense,barely-true
"January27,2013","an interview on CBS' ""Face the Nation""","""One out of every five law enforcement officers that's killed is killed with an assault weapon.""",Dianne Feinstein,mostly-true
"January20,2013",his Fox News show,"Under President Barack Obama, ""8.3 (million) fewer Americans are working today than there were four years ago.""",Sean Hannity,false
"January21,2013",an interview on Fox News,"The tax penalty that the government imposes if you don't buy health insurance ""is lower than it would have cost to buy insurance.""",Ron DeSantis,true
"January15,2013",an MSNBC interview,"""Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.""",Jackie Speier,mostly-true
"January7,2013",an interview on MSNBC,"""Poverty levels (are) at an all-time high.""",Bernie Sanders,barely-true
"December21,2012",the PBS NewsHour,"Since 1968, ""more Americans have died from gunfire than died in … all the wars of this country's history.""",Mark Shields,true
"January8,2013",on Facebook,"In 2011, more people were murdered with knives, ""hands or feet"" or ""clubs and hammers"" than with any type of rifle.",Facebook posts,true
"December19,2012",an ad,"""While President Obama says all options are on the table for preventing a nuclear Iran, Hagel says military action is not a viable, feasible, responsible option.""",Emergency Committee for Israel,barely-true
"January1,2013",a TV ad,"AIG has fully repaid the federal government ""plus a profit of more than $22 billion.""",American International Group,mostly-true
"December8,2012",a weekly newsletter,"""This week the House of Representatives voted to remove the word ‘lunatic’ from federal law.""",Allen West,true
"November24,2012",a Huffington Post column,"Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.",Alan Grayson,mostly-true
"November2,2012",in a TV ad,"""Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.""",Priorities USA Action,barely-true
"October31,2012",a campaign ad,"Says Mitt Romney ""was director of a company that stole millions from Medicare.""",Priorities USA Action,mostly-true
"November2,2012",a tweet,"Says during George W. Bush’s administration ""we were losing millions of jobs per month,"" while under Barack Obama we have ""three years of gaining hundreds of thousands of jobs per month.""",Michael Moore,false
"October31,2012",a radio ad,"Says Mitt Romney wants to ""get rid of Planned Parenthood.""",Planned Parenthood Action Fund,barely-true
"October26,2012",a mailer to voters,"Says ""Romney supported a law that could have made most common forms of birth control illegal.""",Florida Democratic Party,false
"October31,2012",at a Romney campaign rally,"An Obama campaign tactic for rallying voters is to ""offer them cell phones.""",Adam Putnam,pants-fire
"October27,2012",a television ad,"Says ""Mitt Romney’s plan rolls back regulations"" on banks.",Barack Obama,mostly-true
"October29,2012",a television ad,"Says Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.",Mitt Romney,pants-fire
"October10,2012",a campaign ad,"""Under President Obama: $4,000 tax hike on middle-class families.""",Mitt Romney,pants-fire
"October15,2012",a Web video,Says GM used taxpayer dollars to prop up operations in China.,Let Freedom Ring,false
"October22,2012",a presidential debate,"""The sequester is not something that I've proposed. It is something that Congress has proposed.""",Barack Obama,barely-true
"October22,2012",a presidential debate,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.,Barack Obama,true
